@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'breath or cardiac examination', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'home', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'X-FU', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Cisplatin chemotherapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ri Strength', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year old man', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'GERD', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'blood-streaked diarrhea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Pneumonia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'partially collapsed lung', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the past XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'severe epigastric pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'fevers', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX.X', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'exacerbation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'epigastric pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radiation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left upper quadrant', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Obesity , hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lower extremity cellulitis and edema', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breast cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'right lumpectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XRT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'partial thyroidectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'osteoarthritis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'right leg deformities', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hernia repair', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'bilateral cataract surgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X packs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'problem', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'a pushing', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her uterus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following three years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'increasing pressure and pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following three years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'increasing pressure and pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'poor left ventricular function', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiac catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three vessel disease', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-year-old', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DURATION
'Cardiology', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a three vessel coronary artery bypass graft', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a seventy pack year history', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'smoking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ten years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'problems', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'alcohol', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His digoxin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his Digoxin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'her last visit',  0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'levels', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'thymoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'chronic obstructive pulmonary disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypothyroidism', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Gobay Hos Memorial Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiac catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His most recent admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'fever and chills', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The babies', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'elective cesarean section', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Richard Williams', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Twin number II', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-X/X weeks', 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, DURATION
'cesarean section', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'rupture', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'membranes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Twin number', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'I', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'progressive preterm labor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Seen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'GI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'five vessel coronary artery bypass graft', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'plan', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'anticoagulation and repeat scope', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Tuesday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'XX days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'/ l LE edema', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Three days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'dyspnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'exertion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'stairs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'assoc w / X-pillow orthopnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PND', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cocaine use', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'last night', 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, RDT
'Today', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'his wife', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'him', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Deanna', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'evaluation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Drinks', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-X beers', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a few times', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no h / o withdrawal symptoms , seizures or DT', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Snorts cocaine X-X times', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'ASA XXXmg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'followup', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Lesha Lefebvre', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'XX:XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, TIME
'The mother', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'nausea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'vomiting', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a shortened cervix', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Waltham', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX minutes', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'any episodes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'apnea or oxygen desaturation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'The antibiotics', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'the infant', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the blood cultures', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a head ultrasound', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'normal limits', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Synagis RSV prophylaxis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'October', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'April', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'infants', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following three criteria', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'the hematocrit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'records', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right pelvis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'year-old male', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'high cholesterol', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'room air', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any evidence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'respiratory distress', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any further dusky spells', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pale episodes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'An appointment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his primary care doctor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Stella Booth', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Maynard', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Granville Hamers', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Ware', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiology', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year-old gentleman', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the Jewish Memorial Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'South Cove Community Health Center', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'his CABG', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coronary endarterectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'removal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'RCA stents and retrieval', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the aortic guidewire', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'IVF pregnancy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'IUGR', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X vessel cord', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diastolic flow and demise', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'twin A', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Baby', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'parenteral nutrition', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lipids', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Neurology', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Normal head ultrasound', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Baby', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'test', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a XX year-old female', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'the day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'possible bile leak', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cholecystectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a cholecystectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Her postop course', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'one day', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a normal diet', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'electrician', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Attleboro Donald States', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'his cane', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chemotherapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Drank ETOH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Mr. Anders', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'X weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'his presentation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his left knee', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'essentially bed', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'inflammation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his L calf / leg', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'presentation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Mr. Mcelveen', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'metastatic RCC status post', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radical nephrectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'status post Avastin and sorafenib', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Sutent monotherapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'mild renal insufficiency', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'shortness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breath and fever', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dana-Farber Cancer Institute', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX-XX/X', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiac enzymes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an echocardiogram', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a pharmacological stress test', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Metastatic renal cell carcinoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'status post', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radical nephrectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'St. Margaret & apos', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Center', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Women & Infants', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'which point', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the operating room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a left radial fracture open reduction and internal fixation procedure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'capillary refill', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X seconds', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Infectious disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the patient spiked', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the central line', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'intravenous Vancomycin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'peripheral neuropathy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'kidney transplantation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diabetic nephropathy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'throat cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'local resection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radical neck dissection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'postoperative radiation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Lopressor XXX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'the morning', 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, RDT
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'continued medical management post surgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'postoperative swelling and changes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his diskectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Throat cancer status post', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dissection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XRT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the previously dictated operative note', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Dr. Lawrence', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Heparin XXXX units', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'twice a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cocaine abuse', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'remission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'one relapse', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'X.X years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year old male', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'end stage liver disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hepatitis C cirrhosis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'about X years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'the St. Margaret & apos', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Women & Infants multiple times', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'management', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'encephalopathy and ascites', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Part', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chart', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the period', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX to XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X.X', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'X.X', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'the time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'his discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
